Page ID,Page Name,Disclaimer,Amount Spent (USD)
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,≤100
80562389320,NARAL Pro-Choice America,NARAL Pro-Choice America,≤100
393932827634250,Dissent Pins,Common Practice,≤100
112049393932531,Reality Team,Reality Team,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
105791402802932,Democratic Party of Georgia,SUPER STATES 2020,≤100
46093654473,National Republican Congressional Committee,NRCC,≤100
130467958471,Jason Lewis,Jason Lewis for Senate,≤100
8057376739,The Nature Conservancy,Nature Conservancy,≤100
1680413458907944,Elect Randy Garrison,Elect Randy Garrison,≤100
326430944546586,Delina DiSanto,DELINA DISANTO FOR CONGRESS,≤100
683872625157265,Theresa Greenfield,THERESA GREENFIELD FOR IOWA,≤100
112297957222321,Aqui Se Vota,Instituto Power,≤100
101329438317952,Story Network Action,Story Network Foundation,≤100
342538566391165,Josh Barnett for Congress,JOSH BARNETT FOR ARIZONA CONGRESS,≤100
1456310534453054,Veteran Loans Online,"LMB OpCo, LLC",≤100
20612127118,North Carolina Democratic Party,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,≤100
26006662641,Arizona Democratic Party,Arizona Democratic Party,≤100
154269528015922,Byron Donalds,Byron Donalds for Congress,≤100
111023584012681,Open Road Homeward,Open Road Homeward,≤100
530604487365010,Old Glory Flagpole Kits,Service First,≤100
107654924064350,Pat Timmons-Goodson,PATRICIA TIMMONS-GOODSON FOR CONGRESS,≤100
58736997707,Marco Rubio,Marco Rubio for Senate,≤100
593289284500311,Trump Rack,BOXD Marketing,≤100
106663044307859,Mike Sievert,"T-MOBILE USA, INC.",≤100
214728895283356,Arizona LD20 Democrats,District 20 Democrats. Not authorized by any candidate or candidate's committee.,≤100
100501611534904,BDS is BS,BDS is BS,≤100
100107288400450,EMAA Project,Expanding Medication Abortion Access (EMAA) Project,≤100
618480098621142,Social Security Event,Social Security Events,≤100
156268994819596,Marc J. Bern & Partners LLP,Marc J. Bern & Partners LLP,≤100
746838268687634,Tom O'Halleran,TOM O'HALLERAN FOR CONGRESS,≤100
1765073800454902,Reform Austin,Reform Austin Inc.,≤100
209516845093,NRDC Action Fund,NRDC Action Fund,≤100
167586229923327,World Food Program USA,World Food Program USA,≤100
101420868073823,No More Napier,Richard Joseph Kastigar Jr.,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
157169411000906,Pinal County Democratic Party,Pinal County Democrats,≤100
1730853503804115,Matt Gress,Matt Gress for Madison,≤100
100233228182981,Madison Cawthorn for Congress,CAWTHORN FOR NC,≤100
114849096924979,Andre Williams for Phoenix District 5,Andre Williams for Phoenix City Council District 5,≤100
546096468827725,Yes on 449,Yes for Valleywise,≤100
110295997402587,LD 28 GOP,Republican Committee of LD28,≤100
121124497909191,Native Vote,NATIONAL CONGRESS OF AMERICAN INDIANS OF THE UNITED STATES AND ALASKA INC,≤100
108534377434295,Keep Judge Mark Reeves,Committee to Elect Mark Wayne Reeves,≤100
134602376613847,American Heart Association - Arizona,"American Heart Association, Inc.",≤100
118502801658228,Young Kim,Young Kim for Congress,≤100
110365397187271,Federici for Santa Cruz County Supervisor,Federici for Supervisor,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
101413481575398,Roger Kinsinger for PV Town Council,Roger Kinsinger for Prescott Valley Town Council,≤100
139398939438430,Left Action,Left Action LLC,≤100
103589341399482,It's Time Phoenix,Carmona Campaign,≤100
384279532213665,Becca Linnig For Scottsdale Council,Becca Linnig For Scottsdale Council,≤100
410777099073557,Joanne Osborne for AZ House,Osborne For Arizona House,≤100
8501031021,VoteVets.org,VOTEVETS,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
752994914740611,Maricopa County Republicans,Maricopa County Republican Committee,≤100
112162620640212,AZ Aanhpi Advocates,Future We Want,≤100
329723797178855,Pima County Recorder,Pima County Recorder,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
681745912255844,John Cummings for Congress,CUMMINGS FOR CONGRESS,≤100
137855609584310,TBN,TRINITY BROADCASTING NETWORK INC,≤100
17911165812,Covenant House International,Covenant House,≤100
140871219950672,TIME'S UP,TIME'S UP,≤100
326974419055,Xfinity,COMCAST CORPORATION,≤100
429812024048177,Doug Jones for Senate,DOUG JONES FOR SENATE COMMITTEE,≤100
111968853598774,Steve Kaiser,Steve Kaiser for State House 2020,≤100
106973694007283,Keep America Great Again,KagaGear.com,≤100
275767899530015,Million Voices,"VISION AMERICA MOBILIZED, INC.",≤100
1721948061248918,Vote for the Health of it,TMC HealthCare,≤100
129914120385683,Families USA,Families USA,≤100
69983322463,Ted Cruz,TED CRUZ FOR SENATE,≤100
95356211637,Ben Ferguson,Ben Ferguson show,≤100
77852784853,Absolut,Pernod Ricard USA LLC,≤100
15188122178,The Hamilton Collection,The Hamilton Collection,≤100
1428283027462702,Restoration PAC,RESTORATION PAC,≤100
1741729849281711,Uber & Lyft Sexual Assault Attorneys,Safer America,≤100
356482637745012,Stansberry Research,Stansberry Research,≤100
13759741267,Sesame Workshop,Sesame Workshop,≤100
100636861356465,Montoya for Phoenix District 7,Montoya for Phoenix District 7. Authorized by Francisca Montoya,≤100
224143668537493,Better Care America,Better Care America,≤100
926650430723985,Really American,REALLY AMERICAN PAC,≤100
109677057145919,Hot Issue,Internet Binges,≤100
658739734196897,CVS Health,CVS HEALTH CORPORATION,≤100
350784278974539,Turning Point Action,Turning Point Action,≤100
87186661244,Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,≤100
116238930177726,Artsiful,Brad Aaron Shaw,≤100
240913652692280,Vote Missi Tunnell-Gilbert 4 La Paz County Recorder,Mesena Tereise Gilbert,≤100
201093673995006,NextGen Arizona,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
2602473023098666,Democratic Polling Center,Democratic Governors Association,≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
95181800661,Levi's,Levi's®,≤100
104351147973521,BLM Store,www.BLM.store,≤100
54580146753,Faith in Action,Faith in Action,≤100
1100824316619084,Quang H. Nguyen,Quang Nguyen for LD-1,≤100
103060408089849,PUSD 2020 Override,Friends Supporting Prescott Unified School District’s Future PAC,≤100
108173937513399,Margaret Wright for Kyrene School Board,Wright for Kyrene,≤100
243013835810988,Bruce Bracker,People For BRUCE BRACKER Election Committee,≤100
106667854471975,Outspoken,Log Cabin Republicans,≤100
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,≤100
1529468987331408,BulbHead,TELEBRANDS CORP.,≤100
2116141045107743,Mike Garcia for Congress,Mike Garcia for Congress,≤100
230721223644599,Regional Transportation Authority - RTA,William Bradley Allis,≤100
182073298490036,Gaia,These ads ran without a disclaimer,≤100
100424395007566,Joel John para Diputado Estatal,Joel John for House LD4,≤100
837731992980860,Pero Like,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
283060068461643,Arizona Tax Research Association (ATRA),"ARIZONA TAX RESEARCH ASSOCIATION, THE",≤100
80060452756,Congressional Black Caucus Foundation,CONGRESSIONAL BLACK CAUCUS FOUNDATION INC,≤100
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,≤100
59386210330,American Lung Association,AMERICAN LUNG ASSOCIATION,≤100
100757521655204,Republican Red Wine,REPUBLICAN RED LLC,≤100
160484230634663,National Urban Indian Family Coalition,National Urban Indian family Coalition with Facebook Ad Credits,≤100
1005566252861190,VOTEPROCHOICE,DEMOCRATS.COM,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
23790541544,Democrats,DCCC,≤100
746938465317981,Nuclear Matters,Nuclear Matters,≤100
233232726827616,Mary Rabago Productions,Mary Rabago Productions,≤100
187741797907314,The American Society of Anesthesiologists (ASA),"AMERICAN SOCIETY OF ANESTHESIOLOGISTS, INC., THE",≤100
110707843609419,Advice By David,DAVID A ROBBINS,≤100
332412390802334,"Sandy Russell For Superior Court Judge, Division 5",Friends of Sandy Russell,≤100
450767978986858,Felipe R Perez for Arizona,Felipe R Perez for Arizona,≤100
104088897943077,Zach Lindsay for SUSD,Zach Lindsay For SUSD,≤100
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA-NAJJAR FOR CONGRESS,≤100
165858562140,Western Resource Advocates,Western Resource Advocates,≤100
101427934719558,Rose Smith 4 SUSD,Committee To Elect Rose Smith,≤100
720943967965149,AFSCME Retirees,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
747436915270894,Congressional Leadership Fund,CONGRESSIONAL LEADERSHIP FUND,≤100
118686519962406,NIOSH Aerosol Respirator and Face Shield Protection for The General Public,"Eastern PPE Imports, LLC",≤100
136818983856,Purina,Nestle Purina Petcare Company,≤100
104853108022789,Countryside Beauty,Countryside Beauty,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
294196590710262,FWD.us,FWD.us,≤100
105681717962717,Elect Jack Sellers,Elect Jack Sellers,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
111361084063971,West Valley Wins,West Valley Wins,≤100
700806360047982,CFG Action,Club for Growth Action,≤100
1530883997194411,United States Constitution,Flag and Cross,≤100
219247332354785,Phil Arballo for Congress,ARBALLO FOR CONGRESS,≤100
193618220508,LIFE Today,LIFE Outreach International,≤100
102875587947942,Keep Trump In Office,Keep Trump In Office,≤100
253910838605706,Arizona Farm and Ranch Group,Arizona Farm and Ranch Group,≤100
15524934075,Banana Republic,Banana Republic,≤100
462762257090067,Azcops,Arizona Conference of Police and Sheriffs,≤100
354716314909000,Swing Left,Swing Left,≤100
169130470583214,Demand Justice,Demand Justice,≤100
110503097137511,VoteJanik,VoteJanik,≤100
107476717689396,Save Our Schools Arizona Network,Save Our Schools Arizona Network,≤100
831315456996843,Elect Kevin Payne,Kevin Payne For State Representative,≤100
6231686654,Compassion International,"COMPASSION INTERNATIONAL, INCORPORATED",≤100
102617961152741,Barbara Bollier,BOLLIER FOR KANSAS,≤100
312978899614070,Miranda Sweet For Flagstaff City Council,Miranda Sweet- Sweet For Flagstaff,≤100
107210084216238,Humanity Forward,Humanity Forward,≤100
6236054211,Brady,Brady Campaign to Prevent Gun Violence,≤100
113066278734489,Earth Guardians,"EARTH GUARDIANS, INC.",≤100
1136781033034012,Brave New Look,Brave New Look,≤100
18492769291,Faithful America,Faithful America,≤100
103185334702225,Stop Trump PAC,STOP 45 PAC,≤100
1683659714985244,Phil Ehr,EHR FOR CONGRESS,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",≤100
106402714456835,ReforestBracelets,Trees4Australia,≤100
110131184128140,We Are Respect The Look,Respect The Look,≤100
293225127381200,Patriot Depot,The Patriot Depot,≤100
277414242013,Joyce Elliott,JOYCE ELLIOTT FOR CONGRESS,≤100
106935861133547,ASSYRIANS FOR TRUMP,Assyrian GOP,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
894096170667732,Ashley Hinson,Ashley Hinson For Congress,≤100
1906036722852349,Aaron Connor for Maricopa County Assessor,Connor for Maricopa,≤100
667406426724032,Cocoa Butter,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,≤100
272618896537776,America First Agenda,America First Agenda PAC,≤100
278703415666824,Jeremy Jones,Protect Our Winters,≤100
586751814690068,Joni Ernst,Joni for Iowa,≤100
261343034731,Concern Worldwide US,"CONCERN WORLDWIDE (U.S.), INC.",≤100
6713653788,Gary Peters,PETERS FOR MICHIGAN,≤100
96171427550,Raja for Congress,FRIENDS OF RAJA FOR CONGRESS,≤100
338028696036,Yahoo News,Verizon Media Inc,≤100
1934191280189700,Health Care Voter,Health Care Voter,≤100
205395906412,UAW International Union,"INTERNATIONAL UNION, UNITED AUTOMOBILE, AEROSPACE AND AGRICULTURAL IMPLEMENT WORKERS OF AM",≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
236816343089938,Brenda Barton,Barton4AZ,≤100
911828698840246,ReLEntless Defender Apparel,ReLEntless Defender Apparel,≤100
160658967396083,Lyft,"LYFT, INC.",≤100
210333902420876,Sean Parnell,AMERICANS FOR PARNELL COMMITTEE,≤100
105540141294338,Votiofuture,Project Votio at CP Next,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
6476528946,NAACP,National Association for the Advancement of Colored People (NAACP),≤100
114475890010131,Piggy Dollar Financial,Tyler Wayne Hedland,≤100
118548500327,Billy Graham Evangelistic Association,BILLY GRAHAM EVANGELISTIC ASSOCIATION,≤100
109276217505830,Quanta Crews for Phoenix Elementary #1,Quanta Crews Committee to Elect for Governing Board,≤100
160940344478900,FieldCorps LLC,FieldCorps LLC,≤100
308159713150350,Voter Protection Project,VOTER PROTECTION PROJECT,≤100
105010030848236,Bryant Cameron Webb,DR. CAMERON WEBB FOR CONGRESS,≤100
385473284886474,Hillsdale College,HILLSDALE COLLEGE,≤100
100742855137512,Patriotic Freedom,spraw.uk.com,≤100
23978156246,UnidosUS,UnidosUS with Facebook Credits,≤100
108543130978621,Proud American Gifts,The GOP Shop,≤100
104768398061257,Let America Vote PAC,LET AMERICA VOTE PAC,≤100
228754857151053,House Majority PAC,House Majority PAC,≤100
575168982688479,Deedra Abboud,Deedra4BoS,≤100
201470373308396,BMO Harris Bank,BMO Harris Bank,≤100
103373224404755,Impact Slates,COLLECTIVE IMPACT PAC,≤100
243510442756370,Justice Democrats,JUSTICE DEMOCRATS PAC,≤100
103135861086468,Tyree for LD22 State Senate,Tyree for State Senate,≤100
115128773664050,"Not Him, Us",Action For A Progressive Future,≤100
166585233471533,LD10 Pima Democratic Committee,LD10 Pima Democratic Committee,≤100
2037695643113766,Blexit,Blexit Foundation,≤100
60449667441,Family Research Council,FAMILY RESEARCH COUNCIL,≤100
257019421075897,Cory Gardner,Cory Gardner for Senate,≤100
38471053686,Elizabeth Warren,"WARREN DEMOCRATS, INC.",≤100
102060947813668,"Brendan Lyons, MPA - For AZ State House, LD9",Lyons 4 AZ,≤100
1023277564499906,Jim Lemmon 4 Tempe Elementary School Board,Jim Lemmon 4 Tempe,≤100
113976907107946,Dumps for Trumps,Dumps for Trumps,≤100
204061816378061,CWA Political Action,COMMUNICATIONS WORKERS OF AMERICA WORKING VOICES,≤100
405209453580678,Proud Trump Supporters,Proud Right Winger,≤100
660089127752385,Arizonans For Clean Energy,Arizonans for Clean Energy,≤100
49651563727,Live Action,Live Action,≤100
8382221278,HeadCount,HEAD COUNT INC,≤100
1488803804538481,Mike Siegel,MIKE SIEGEL FOR CONGRESS,≤100
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,≤100
143055773143383,Patients For Affordable Drugs NOW,Patients for Affordable Drugs Now,≤100
104099074492299,Derrick Van Orden,VAN ORDEN FOR CONGRESS,≤100
873550809444862,Mighty Earth,Mighty Earth,≤100
100504132102,diaTribe®,The diaTribe Foundation,≤100
100183351836119,Evangelicals For Biden,Evangelicals For Biden,≤100
1556928477963264,Steve Sisolak,Committee to Elect Steve Sisolak,≤100
120962494639704,First Five Years Fund,First Five Years Fund,≤100
21898300328,BuzzFeed,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
1797957736944615,Lynsey Robinson 4 AZ,Robinson For Senator Authorized by Lynsey Robinson,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100
163684173651518,SEIU Local 2015,SEIU LOCAL 2015,≤100
190543018083996,Joan Greene for Congress,JOAN GREENE FOR CONGRESS,≤100
434614146666189,Vote Brigette Peterson,Vote Brigette Peterson,≤100
102436701226752,Is It Sunday Yet?,Jarrett J Rogers,≤100
104173948067854,Rich Crandall,Rich Crandall for Mesa,≤100
112890616771190,Turnout Nation,Turnout Nation,≤100
197343920324209,Phoenix Law Enforcement Association,PHOENIX LAW ENFORCEMENT ASSOCIATION,≤100
934438026690635,YouGov,YOUGOV AMERICA INC.,≤100
612701059241880,Latinos for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,≤100
100509391797592,Dr. Libby Hart-Wells 4 SUSD Governing Board,Hart-Wells 4 SUSD,≤100
121308132592130,"Alicia Vink, PhD.",Alicia Karen Vink,≤100
106818880900065,Planet Insiders,Planet Insiders,≤100
259212814698356,Democratic Majority for Israel,DMFI PAC,≤100
78119455807,Barbara McGuire,Barbara McGuire for State Senator - District No. 8,≤100
601472019907779,Latino Victory,Latino Victory,≤100
1656666204620806,The Wright Stuff Chics,The Wright Stuff Chics,≤100
420785874975425,Conservative Institute,The Conservative Institute,≤100
215968684159,AFT - American Federation of Teachers,AMERICAN FEDERATION OF TEACHERS,≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
189097124503473,Goldco,Goldco,≤100
323083351064533,The News Literacy Project,The News Literacy Project,≤100
109320440856128,Together Beat Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
701541503526361,Arizona Leadership Coalition,Arizona Leadership Coalition,≤100
486742462081051,Mike Cooney for Governor,Cooney for Montana,≤100
101210291697071,Leaders for Madison,Matt Gress for Madison,≤100
105640940775441,Invest In Education,Invest In Education,≤100
470241276500901,Women Vote,WOMEN VOTE!,≤100
108692310594568,UNITE HERE,UNITE HERE PAC,≤100
1694420803940197,Tim Seay 4 Mayor of Phoenix,Tim Seay for Mayor,≤100
105707511217866,Communities Joining Hands,Communities Joining Hands,≤100
102252294720680,Sandoval  For Arizona,Sandoval For Arizona,≤100
100551141746869,Lo Que Se Ve No Se Pregunta,Real Voices Media,≤100
1508548419228867,ERA Task Force AZ,ERA Task Force AZ,≤100
41769369717,United Way of Tucson and Southern Arizona,"UNITED WAY OF TUCSON AND SOUTHERN ARIZONA, INC.",≤100
109974267409624,Deborah For Payson,Deborah Rose For Town Council,≤100
296708523873754,Karla Dennis and Associates Inc.,"Karla Dennis & Associates, Inc",≤100
50982313030,Food & Water Watch,Food & Water Watch,≤100
114649346849699,Lisa for Mayor,Borowsky for Scottsdale,≤100
1836138529938551,Greater Half,Greater Half,≤100
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,≤100
67626834312,National Women's Law Center,National Women's Law Center,≤100
224110651893,International African American Museum,IAAM,≤100
237477017606,Club for Growth,Club for Growth,≤100
244929708853349,Spotify,Spotify USA Inc.,≤100
108228897468271,Superfeed,Feedme Inc.,≤100
101334765929,Phoenix Indian Center,"PHOENIX INDIAN CENTER, INC.",≤100
520410504832032,Debra Stark for Phoenix,Deb Stark for Phoenix,≤100
2309566456030859,Human Coalition Action,Human Coalition Action,≤100
1841824626073676,Candace Valenzuela,CANDACE FOR 24,≤100
7125294091,Teton Gravity Research,Protect Our Winters,≤100
1405531563044620,By Incuta,These ads ran without a disclaimer,≤100
785936231584382,Paula Jean Swearengin,Paula Jean for West Virginia,≤100
7263476274,Mercy Corps,Mercy Corps,≤100
6787988478,Physicians for Human Rights,"PHYSICIANS FOR HUMAN RIGHTS, INC.",≤100
21559454473,FAIR,FEDERATION FOR AMERICAN IMMIGRATION REFORM,≤100
1725748501003764,Millennial Freedom Coalition,Millennial Freedom Coalition,≤100
108400607228194,LaVerne Jones Gore,LAVERNE GORE FOR CONGRESS,≤100
303061950155375,John James,"JOHN JAMES FOR SENATE, INC.",≤100
104339748032689,Women and Minority Business,Needhelppayingbills.com,≤100
7145381235,American Jewish World Service - AJWS,"AMERICAN JEWISH WORLD SERVICE, INC.",≤100
30708742052,FCTRY,FCTRY,≤100
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",≤100
108157630588712,Angry For Arizona,Angry For Arizona,≤100
5943727453,American Humane,American Humane,≤100
241672016328637,Lauren Underwood for Congress,LAUREN UNDERWOOD FOR CONGRESS,≤100
105174944641692,Support Continental Override Committee,Support for Continental Override PAC,≤100
34370387440,JDRF,JDRF INTERNATIONAL,≤100
260668817346988,Ignite National,IGNITE,≤100
114501575391943,Compare Medicare Quotes,Benepath,≤100
51761261956,The Bill of Rights Institute,"BILL OF RIGHTS INSTITUTE, THE",≤100
123064705856,FRC Action,Family Research Council Action,≤100
1297437463649811,by Humankind,by Humankind,≤100
228754624195975,We The Action,We The Action,≤100
20876805343,March of Dimes,MARCH OF DIMES INC.,≤100
6820348410,Kirsten Gillibrand,Gillibrand for Senate,≤100
702582586516561,CBN Israel,"The Christian Broadcasting Network, Inc.",≤100
19746387261,Humane Society International,Humane Society International,≤100
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",≤100
156994304362574,American Bridge 21st Century,AB PAC,≤100
433919203362871,Bird + Stone,BIRD & STONE INC,≤100
317284821682168,Messianic Jewish Alliance of America (MJAA),Messianic Jewish Alliance of America,≤100
1857756374446204,Alhambra Citizens for Effective Schools,Alhambra Citizens for Effective Schools,≤100
109328150622157,Michael Hicks for AZ LD10,Michael Hicks For Arizona State House LD10,≤100
231378747265828,Cameo,Cameo,≤100
1049573471767276,The Guardian Fund,THE GUARDIAN FUND,≤100
106381537769800,Health Quote Hero,"National Center for Medical Records, LLC",≤100
111892670610842,Political AF,wowengraving,≤100
108118933908193,Next Level Goods,Next Level Goods LLC,≤100
357750373755,National Domestic Workers Alliance,National Domestic Workers Alliance,≤100
896759427103774,Modern Medicaid Alliance,Modern Medicaid Alliance,≤100
394382318084500,United Against Mitch,GUARDIAN PAC,≤100
106224464107240,Jo Jorgensen,Jo Jorgensen for President,≤100
455147011996099,The Ann and Phelim Scoop,The Unreported Story Society,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
100567394775326,Democratic Perspective Broadcast,Klaus E Von Stutterheim,≤100
51379424899,Mercy Ships,MERCY SHIPS INTERNATIONAL,≤100
868259909915525,Susie Lee,Susie Lee for Congress,≤100
101470455026064,An Evening of Unity presented by The Yeshiva Beth Yehudah,YESHIVATH BETH YEHUDAH,≤100
947348891946599,Michael Waltz,MICHAEL WALTZ FOR CONGRESS,≤100
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare PAC,≤100
106114264313679,Hunt The Vote,"Hunter Nation, Inc",≤100
44228398202,ONE Community,"ONE Community Media, LLC",≤100
103710521217890,Nelson for Kyrene Governing Board,Nelson for Kyrene School Board,≤100
20395377020,Old Navy,Old Navy LLC,≤100
113010733380135,Elect JoAnna Mendoza,Mendoza For Arizona,≤100
1106859749348899,Brody Leven,Protect Our Winters Action Fund,≤100
103901771487348,USA Saviors stores,artac.uk.com,≤100
110124618713,American Principles Project,AMERICAN PRINCIPLES PROJECT PAC,≤100
342887442508723,Convention of States,Convention of States Action,≤100
11309713071,Gates Foundation,Bill & Melinda Gates Foundation,≤100
100148001864749,Legends of USA Freedom,lobasti.uk.com,≤100
496696933682736,Jeff Merkley,JEFF MERKLEY FOR OREGON,≤100
27311599342,Preemptive Love,Preemptive Love Coalition,≤100
355316521236121,John Cornyn,Cornyn Majority Texas,≤100
74697123892,SEIU MN State Council,SEIU MN State Council,≤100
1048486145183452,We Testify,We Testify,≤100
104113317870732,Free Markets Destroy,Washington Policy Center,≤100
101788534988850,Untold Stories: Latino cultural and social reform influences in Arizona,Real Voices Media,≤100
1690071827911682,Cleancult,cleancult,≤100
110808712290708,Gospel Rescue Mission,Gospel Rescue Mission,≤100
514167322309353,Dan Crenshaw,Crenshaw For Congress,≤100
46347342434,EMILY's List,EMILY'S LIST,≤100
101925044964551,AZ East Valley Life,Real Voices Media,≤100
215642455673147,Build the Wave,BUILD THE WAVE,≤100
592347634460462,Partnership for America's Health Care Future,Partnership for America's Health Care Future,≤100
13063797831,Ben Ray Luján,PEOPLE FOR BEN,≤100
100836024994178,Steve Christy for Supervisor,Steve Christy for Supervisor,≤100
1229789977123022,Debbie Lesko for Congress,DEBBIE LESKO FOR CONGRESS,≤100
6333396177,NewsBusters.org,MEDIA RESEARCH CENTER,≤100
2254209161566255,Justine Wadsack For Arizona State Senate,Justine Wadsack For Arizona State Senate,≤100
104412258055477,Women Over Fifty AZ,Real Voices Media,≤100
1575347412785991,Cheddar,Cheddar,≤100
247732222787053,Our Place,Our Place,≤100
780941275347834,Ilhan Omar,ILHAN FOR CONGRESS,≤100
19342050934,Leadership Institute,LEADERSHIP INSTITUTE INC,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
100276941360402,Eric Nolan for Flagstaff City Council,Eric Nolan for Flagstaff City Council,≤100
113702026736466,National Parks Action Fund,National Parks Action Fund,≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
2211112095791075,EZ.Insure Medicare,Benepath,≤100
8550121410,Free Speech America Project,MEDIA RESEARCH CENTER,≤100
143638682390171,Catholic Education Arizona,Catholic Education Arizona,≤100
1916348325329979,Assurance.com,These ads ran without a disclaimer,≤100
265268336865693,Do Amore,Do Amore Limited Company,≤100
153558388549863,History Images,These ads ran without a disclaimer,≤100
103936177693945,Grand Canyon Times,Metric Media LLC,≤100
8501031021,VoteVets.org,"VoteVets Action Fund, Inc.",≤100
114517875225866,The Other 98%,OTHER 98 PERCENT ACTION,≤100
103095887825967,Jason Stoffel For Judge,Jason Stoffel,≤100
808450969246896,"Rebecca Walser, Tax Attorney, CFP",Walser Wealth Management,≤100
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,≤100
526226314251607,Don Fletcher Tempe Union High School District Board,Fletcher for TUHSD,≤100
360331417751529,Rachel's Action Network,Rachel's Action Network,≤100
173837496125511,Conscious Step,Conscious Step,≤100
181183059253295,Dorsal Bracelets,Dorsal Bracelets,≤100
169294473121454,Policetees.com,PoliceTees.com,≤100
233759563370249,Paul Penzone,Penzone for Sheriff,≤100
258470931719484,The Why Minutes,The Why Minutes,≤100
776519762498598,Count MI Vote,COUNT MI VOTE,≤100
278703415666824,Jeremy Jones,Protect Our Winters Action Fund,≤100
114885646899438,Mr. 45th,Clush,≤100
1972710079506187,Organizing Empowerment,Organizing Empowerment Project,≤100
843214662368281,El Poder En Ti,Telemundo Digital Media,≤100
331037760381749,Sierra Magazine,SIERRA CLUB,≤100
872842866161157,One Nation Design,One Nation Design,≤100
7814597100,Jim Jordan for Congress,JIM JORDAN FOR CONGRESS,≤100
493811210669780,Creative Action Network,Creative Action Network,≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",≤100
1010143499143169,Medicare Savings,"Mayo Labs, LLC",≤100
109984394118472,Mask Exemption Cards,Mask Exemption Cards,≤100
57403415485,Showtime Networks,Showtime Networks,≤100
162244692732,Brennan Center for Justice at NYU Law,William J Brennan Jr Center for Justice Inc,≤100
105537627816752,Nicole Garcia,Nicole Garcia for City Council,≤100
112092783586459,Donna for District 3,Donna Michaels for Supervisor,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,≤100
104737844582649,CJ Williams for PUSD,CJ4PUSD,≤100
132917052381,Bill Gates (Arizona),Bill Gates for Supervisor. Authorized by Bill Gates,≤100
100888341703299,Freedom First,Freedom Initiative Inc.,≤100
1552675688372326,Color Of Change PAC,Color Of Change PAC,≤100
6428288402,Kiva,KIVA MICROFUNDS,≤100
29697575576,Paralyzed Veterans of America,PARALYZED VETERANS OF AMERICA,≤100
6851405967,CREDO Mobile,"CREDO MOBILE, INC.",≤100
107297540666889,DemCast Arizona,DemCast USA,≤100
143089732792,Marsha Blackburn,Blackburn Tennessee Victory Fund,≤100
116238930177726,Artsiful,SHAW CONSULTING LLC,≤100
1648154845427417,Doggy Do Good,Do Something Good LLC,≤100
