Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
111745270370179,Michigan Land and Liberty Coalition,Land & Liberty Coalition,≤100,4
21536880331,Re:power,RE:POWER,≤100,6
1802177709900081,The Spectator US,The Spectator US,≤100,19
100991811471269,Eric Rogers for Council At-Large,Committee to Elect Eric Rogers for Council At- Large,≤100,2
107389591076893,Don Montague for Constable Pct. 3,Don Montague for Constable,≤100,1
39425446367,Planned Parenthood Central Coast Action Fund,Planned Parenthood Central Coast Action Fund,≤100,2
100111158093316,Will Douglas for Texas,DOUGLAS FOR STATE HOUSE,≤100,17
35215195272,John D. Perdue,Perdue 2020,≤100,1
103911304289223,Katie Williams,Katie Williams for Nevada,≤100,1
101041998305221,The Proud Republicans,Great American Era LLC,≤100,1
107724480828525,Committee to Elect Judge Percy Lynchard,Committee to Elect Judge Lynchard,≤100,3
100683491697981,Antonio Hernandez for Antioch School Board 2020,Antonio Hernandez for AUSD School Board 2020,≤100,12
272618896537776,America First Agenda,America First Agenda PAC,≤100,1
133979276345,Georgia Farm Bureau,"GEORGIA FARM BUREAU FEDERATION, INC.",≤100,13
101485404914361,Bad News Wares,Bad News Wares,≤100,4
104674531008061,Bob Karp 2020,Committee to Elect Bob Karp,≤100,6
131340766962508,"Corbin Van Arsdale, Mayor of Cedar Park, Texas",Corbin Van Arsdale Campaign,≤100,1
215773718762127,Constable Dale Clark,Dale Clark for Constable Campaign,≤100,9
594629247622735,Going Solar,Going Solar,≤100,1
103405424508465,Meagan Galligan for Sullivan County District Attorney,Committee To Elect Galligan District Attorney,≤100,8
231035737659762,Vote Josh Revak,Vote Josh Revak,≤100,5
434538676601478,Clackamas County Professional Firefighters Local 1159,Professional Firefighters of Clackamas County PAC,≤100,7
112010527022619,Joe Garofalo for House,Campaign Fund for Joe Garofalo,≤100,3
111462767009343,Kani Hightower for Judge - Domestic Relations Court,Hightower For Judge,≤100,2
102558554891829,Mark Hall for Town of Parker Town Council,Mark Chandler Hall,≤100,5
166412967339934,Mike Puskaric For State Representative,Friends of Mike Puskaric,≤100,6
139754416057609,LGBT Network,LGBT Network,≤100,3
1576419969321120,Progress for Palmview,Linda Gabriela Sarabia,≤100,6
667088687253732,Johanna Landreneau for Judge,Johanna Landreneau Campaign Committtee,≤100,37
112558703494355,"Nadin Cutter for Family Court Judge, Dept. T",Cutter 4 Judge,≤100,1
196124733754952,Brian D. Perskin & Associates,BRIAN D PERSKIN & ASSOCIATES PC,≤100,30
111550550550458,BARK for BIDEN,BARK for BIDEN,≤100,14
106218957881036,Bill Ingebrigtsen for Senate,Ingebrigsten for Senate Committee,≤100,2
523068344538782,OHCAP - Ohio Coalition for Affordable Prescriptions,Ohio Coalition for Affordable Prescriptions,≤100,4
122778111789893,Seaside City Council Member Jon Wizard,Wizard for Mayor 2020,≤100,3
518194348194441,RepresentUs,RepresentUs,≤100,1
224212748285583,New Yorkers For Kim,New Yorkers For Kim,≤100,3
235667486509987,U.S. Vote Foundation,U.S. VOTE FOUNDATION,≤100,1
7949637781,Alameda County Community Food Bank,"ALAMEDA COUNTY COMMUNITY FOOD BANK INC., THE",≤100,4
1115949995266000,Paras Parekh For Lake County Board,Friends for Paras,≤100,8
108584727596182,Dana Trabulsy - Florida House District 84 Candidate,Realtors® Political Advocacy Committee,≤100,1
847348995475949,"Andre Klass for Seminole County Commission, District 5","Andre Klass, Libertarian, for Seminole County Commission, District 5",≤100,1
182723117043,Chicago Council on Global Affairs,"CHICAGO COUNCIL ON GLOBAL AFFAIRS, THE",≤100,9
106364090908353,Vista Vote Perez,PEREZ FOR VISTA CITY COUNCIL 2020,≤100,3
110740242303537,CAVU,Climate Advocates Voces Unidas,≤100,8
330939216944508,Nikki Setzler for Senate,Nikki Setzler for South Carolina Senate,≤100,3
197090980416682,Keli'i Akina,Kelii Akina Campaign Committee,≤100,5
112031383826265,Luttrell for Shawnee County District Attorney,Friends of Joshua Luttrell,≤100,5
53301587638,Representative Derek Grier,Citizens for Derek Grier,≤100,2
154753287896913,VoteWise,"Silent Monkeys,  DBA- VoteWise",≤100,2
380941819100950,Vallie Brown,Vallie Brown for Supervisor 2020,≤100,2
115116896929884,Florida Open Primaries,Florida Open Primaries,≤100,4
523525891471632,Office of Fort Bend County Judge KP George,Office of Fort Bend County Judge KP George,≤100,17
146361115436876,Russell Total Wealth and Wellness,Advisor's Platform,≤100,1
121580954520598,Senator Gayle Harrell,Friends of Gayle Harrell,≤100,4
100523748392253,Michael Quinn for State Rep,Friends of Quinn,≤100,1
54580146753,Faith in Action,Faith in Action,≤100,1
101209494590717,Tania For Canton Trustee,Tania Ganguly for Canton Trustee,≤100,18
1176642752487240,"Financial Heart Space, LLC","Financial Heart Space, LLC",≤100,7
103611051378563,Randy Brock for House,Randy Brock for House,≤100,2
1720440434935152,Sheriff Scheffler,Scheffler for Sheriff,≤100,9
108237424220218,Bob for State Representative,Bob For State Rep,≤100,7
1362842620527947,Chris Christenson for Circuit Judge,Friends of Bernhardt Chris Christenson,≤100,3
107619417663040,McClusky for Mayor 2020,Committee to Elect McClusky for Mayor,≤100,7
438536186881177,All Clear Foundation,All Clear Foundation,≤100,11
109454770511770,Liquid,Liquid Cash Flow Inc.,≤100,4
111663158887300,Tacoma Rescue Mission,"RESCUE MISSION, THE",≤100,4
456212821385466,Jason Ruff for State Representative,Jason Ruff,≤100,6
9268326479,Tim Walberg,WALBERG FOR CONGRESS,≤100,6
103455303079246,Ric Bradshaw for Sheriff,"Ric Bradshaw, Democrat, for Sheriff",≤100,2
114706870277904,Meyer for Kansas,Committee to Elect Kathy Meyer for Kansas Representative,≤100,1
983593474989913,Craig Johnson for Iowa,Johnson for Iowa,≤100,6
108182334341811,Independence Page,Justin Alton Hammett,≤100,2
843017522708289,Kayla Young For WV House,Kayla Young for WV,≤100,11
109529047357929,Re-Elect Judge Bridget Robb Family Court,Committee to ReElect Judge Robb,≤100,6
112947163844069,Kevin Boyles for Brainerd School Board,Kevin James Boyles,≤100,5
113764163506431,Senator Jessica Castleberry,Jessica Castleberry for SD Senate,≤100,3
106060504525253,Chris Wright for Senate,WRIGHT'S FOR SENATE DISTRICT 63,≤100,2
8543076113,Los Angeles Public Library,Los Angeles Public Library,≤100,20
129035043800783,"Varghese & Associates, P.C.","Varghese & Associates, P.C.",≤100,6
326980967735245,Kelly Moller For Us,Volunteers for Kelly Moller Committee,≤100,6
1948481575381998,Shelly Christensen for House,Shelly Christensen For House,≤100,1
257386584640666,"Re-Elect Heidi Harmon, Mayor of San Luis Obispo",Heidi Harmon for Mayor 2020,≤100,7
112166817114366,Katie Causey for PAUSD School Board,Katie Causey For Palo Alto School Board 2020 FPPC ID# 1428450,≤100,7
112321580597119,Fernando Chacon for School Board 2020,Fernando Chacon for School Board 2020 FPPC ID# 1427183,≤100,4
100517991766738,VBEA PACE - Virginia Beach Education Association PACE,VBEA-PACE,≤100,4
109866133867244,Michael B. August for Darlington County Sheriff,August for Darlington County Sheriff,≤100,4
2138242953163413,Mayor Brad Schumacher,Bradley John Schumacher,≤100,2
446576245374413,Tom Hawk,Hawk for Senate,≤100,3
94595460445,Personal PAC,PERSONAL PAC INC,≤100,1
1985547654992100,The Nudge,John David Peterson,≤100,1
380322889060302,Christa Yoakum for Lancaster County Commissioner,Christa Yoakum for County Commissioner,≤100,6
409080845829193,Draft Judge Andrew Napolitano for America,CONSTITUTIONAL RIGHTS PAC,≤100,1
280792781023,Marc Lombardo,Representative Marc Lombardo,≤100,2
453964095167280,Chris Caputo for Wilton Manors City Commissioner,Citizens for Chris Caputo,≤100,15
113583353683244,Caroline Colarusso for US Congress,CAROLINE COLARUSSO FOR CONGRESS,≤100,4
228958658469104,Nasreen Johnson for Community College Trustee,NASREEN JOHNSON FOR SCCCD TRUSTEE AREA 2,≤100,1
106431740799515,Susan Moran for State Senate,CTE Susan Moran,≤100,25
124924174551188,Awe Inspired,JILCO,≤100,2
440416040102882,Tammy Harty for Missouri Senate District 33,Tammy Harty for 33 District MO Senate,≤100,3
103754677662645,Kirkmeyer for Colorado,CTE Barb Kirkmeyer to State Senate,≤100,3
106647334275214,Veronica Fernandez for US Senate,VERONICA FERNANDEZ FOR US SENATE,≤100,3
2056485407811667,Clean Energy for Maryland,Resource Media,≤100,6
304049377193669,Jaron for Tuolumne County Supervisor,Committee to Elect Jaron Brandon Supervisor District 5 2020,≤100,10
101305864865940,"Swadeep Nigam for Regent, State University District 3",Swadeep Nigam,≤100,2
525245101002246,Committee for Chris Kachiroubas,Committee for Chris Kachiroubas,≤100,1
107321130715958,"Ben Marcus for State Representative, District 16",Ben Marcus for State Representative,≤100,5
583162765091136,St Croix County Republican Party,Republican Party of St. Croix County,≤100,1
1470486296612700,Kim Foxx for Cook County State's Attorney,Friends for Foxx,≤100,8
2282923718431239,Kennedy Democrats,Kennedy Democrats,≤100,9
956848591140269,April Fournier for Portland,April Fournier for Portland,≤100,3
1715709725337136,"The Center for Rural Health Development, Inc.",The Center for Rural Health Development,≤100,2
266145623549392,Greenbrier County Republican Club and Executive Committee,Greenbrier County Republican Executive Committee,≤100,1
103903914570915,Pro2a,Delta Team Marketing,≤100,2
206623622690681,NYC Department of Health and Mental Hygiene,New York City Department of Health and Mental Hygiene,≤100,1
111288817355723,Steve Jones,Friends of Steve Jones for Mayor 2020,≤100,6
494259170754224,Keeping IDentities Safe,KEEPING IDENTITIES SAFE,≤100,5
536608853099667,Autumn Burke,Autumn Burke for Assembly 2020,≤100,2
111127134052313,Keep Mike Nash as Delta College Trustee,Michaelpatrick Nash,≤100,1
106955620750393,Minnesota Land and Liberty Coalition,Land & Liberty Coalition,≤100,6
112196120610568,Yes on Measure A - Clovis Unified,Citizens for the Future of Clovis Schools,≤100,1
483071318479403,Ridgefield CT Republican Town Committee,Ridgefield Republican Town Committee,≤100,2
102594174786839,LV Strong,LV STRONG,≤100,1
110377296984742,Ed Danko For Palm Coast City Council,Ed Danko for Palm Coast City Council,≤100,1
113129690227018,Wisconsin Land and Liberty Coalition,Land & Liberty Coalition,≤100,6
170918006892,G.I. Jobs,Victory Media DBA GI Jobs,≤100,9
106778091085540,Marie Blankley for Gilroy Mayor,Marie Blankley for Mayor 2020,≤100,1
232709956798286,Stand for Children - Louisiana,"Stand for Children, Inc.",≤100,1
106457657820161,Beth For Water,BETH BRAUNSTEIN FOR SANTA CLARITA VALLEY WATER AGENCY DIRECTOR 2020,≤100,4
104946580982623,Stacey DeGraffenreid for Judge,Stacey DeGraffenreid for Judge,≤100,2
1429142870656310,Probate Judge Ralph Winkler,Re-Elect Judge Winkler,≤100,2
109518964185328,Lynda Waterhouse,Lynda M Waterhouse Campaign,≤100,2
105351124333149,Ralph Hoskins for State Representative,Ralph Hoskins for State Representative,≤100,3
107954450771131,Dulce Ridder for State Representative 115th district,Bipartisan Committee to Elect Dulce Ridder State Represantative,≤100,1
1604700523127422,"Mat Conant, Sutter County Supervisor",Mat Conant for Supervisor 2020,≤100,3
106568354432832,Shawn McMahon for Vacaville City Council District 1,SHAWN MCMAHON FOR CITY COUNCIL,≤100,3
106852860996467,ChampionforColorado,Champion4Colorado,≤100,1
110393990707280,Ben Lindstrom,Committee to Elect Ben Lindstrom,≤100,1
129796661036976,Karla Bigham for State Senate,Karla Bigham for State Senate,≤100,3
618311008259071,The Open Mind,Open Mind Legacy Project,≤100,3
92745947911,University Presbyterian Church of Fresno,UNIVERSITY PRESBYTERIAN CHURCH FRESNO,≤100,3
101883024884380,Re-Elect Greg Epstein to the Teton County Commission,Vote Greg Epstein,≤100,6
194139870316,Association of Washington Business,ASSOCIATION OF WASHINGTON BUSINESS,≤100,1
106562174051508,"Jeannie Ridings, Candidate for Circuit Court Judge 3rd Judicial Sub-circuit",Jeannie M Ridings,≤100,3
141033266605829,Mauro Garza For Congress,Mauro Everett Garza,≤100,6
102753711574587,Election Day 2020,Abdullah Hesham Ahmed,≤100,2
140832609833414,Reggie for Ohio,Friends of Stoltzfus,≤100,1
103431981367088,Carla Volpe for State Representative,"Carla for CT. Diana Sisler, Treasurer. Approved by Carla Volpe.",≤100,11
742585079472202,Friends of Amy #inthe8th,Friends of Amy #inthe8th,≤100,2
1397714243876749,"Senator Patricia Rucker, 16th District West Virginia",Rucker for West Virginia,≤100,3
117283183450179,People of Las Cruces PAC,People of Las Cruces PAC,≤100,7
415923555151729,The Wisconsin Conservative Digest,Wisconsin Conservative Digest,≤100,2
171454676214034,City of Pasadena - Public Agency,City of Pasadena,≤100,11
101783761311975,Joel John 4 House,Joel John for House LD4,≤100,16
111749023656141,John Paul Moran For US Congress MA-6 - R,STAND WITH JOHN PAUL MORAN,≤100,5
102324124578809,Scott Brewer for NC,Brewer for NC,≤100,10
239746549448371,Chip Curry for Senate,Chip Curry for State Senate,≤100,1
106938094187832,Richard Murray for CU Regent,Murray for CU Regent,≤100,2
476255265061,DuPage County Republicans,DuPage County Republican Central Committee,≤100,3
1772437266382039,Black Buck Apparel,Black Buck Apparel,≤100,19
384676381708957,Education NC,Education NC,≤100,10
100866051612831,Councilman Brantley Moody,Brantley Moody Campaign,≤100,3
182605735142870,Jason Saine for NC House,Jason Saine Committee,≤100,2
108640103836841,Mack Bernard for Palm Beach County Commission,"Mack Bernard, Democrat, For County Commission",≤100,1
101091688377735,Singh For Newark,Taranjit Singh Gujral,≤100,3
709491732434343,שורת הדין - Shurat HaDin,Israel Law Center,≤100,4
104019364592553,No Unfair Tax,"AMERICANS FOR PROSPERITY ACTION, INC.(AFP ACTION)",≤100,5
384279532213665,Becca Linnig For Scottsdale Council,Becca Linnig For Scottsdale Council,≤100,4
398090234080399,Casey Tucker for Family Court Judge,Committee to Elect Casey Tucker for Judge - Experience and Integrity,≤100,2
152315634778510,UsAgainstAlzheimer’s,UsAgainstAlzheimer's,≤100,8
185340031841868,Ginny Klevorn for Minnesota House,Ginny Klevorn for Representative,≤100,2
113757190367627,Our Mobility Our Future,Our Mobility Our Future PAC,≤100,1
323148194394336,Kootenai County Democrats,Kootenai County Democrats,≤100,20
895094683900337,Dwight Evans,DWIGHT EVANS FOR CONGRESS,≤100,3
100420108390275,Greg Thielen For City Council,Friends Of Greg Thielen,≤100,2
110147464027347,Barb Nash for SC House District 124,"Barb Nash For SC House, LLC",≤100,5
211281525566478,Hennepin County Government,Hennepin County Government,≤100,1
103723867811985,L. David Patterson for Hawthorne City Council 2020,"PATTERSON FOR CITY COUNCIL 2020, FPPC ID #1422740",≤100,5
273223673607541,Sandy Springs Together,Sandy Springs Together,≤100,7
473624539460184,Steve Cornwell for Family Court Judge,Steve Cornwell,≤100,1
174793662656828,Colorado Peak Politics,Peak Politics LLC,≤100,4
103551511249091,Dylan Rice for New York State Assembly - District 8,The Committee to Elect Dylan Rice for New York State Assembly,≤100,1
325551154162360,Massachusetts Fiscal Alliance,Massachusetts Fiscal Alliance,≤100,1
109444574173568,"Kocsis, Renee and Pietrunti for Neptune City Council",Neptune City Democrats,≤100,5
122150409780,UC San Diego,University of California San Diego,≤100,9
104296636269700,Florida Harbor Pilots Association,Florida Harbor Pilots Association,≤100,3
106132434263597,Jamie Romeo for Monroe County Clerk,Friends of Jamie Romeo,≤100,3
77273593330,Hillel International,HILLEL THE FOUNDATION FOR JEWISH CAMPUS LIFE,≤100,1
258534771339840,Republican Party of Medina County - RPMC,Republican Party of Medina County,≤100,12
602236586546487,Sonoma Clean Power,Sonoma Clean Power,≤100,2
405355946226766,Todd Young,"FRIENDS OF TODD YOUNG, INC.",≤100,3
182079698493370,Portside,Portside,≤100,26
130268756992804,Yale Climate Connections,Yale Climate Connections,≤100,11
107937014153581,Energized Health,John Jubilee Transformation LLC DBA Energized Health,≤100,1
534745620398113,Make Your Mark Design,Make Your Mark Design,≤100,1
379037505459763,Chris Sprowls,Chris Sprowls Campaign,≤100,2
189246255004661,Shenna Bellows for State Senate,Shenna Bellows for State Senate,≤100,1
182516435163,UNC-TV,UNC-TV Public Media North Carolina,≤100,6
286227351907810,Jamie Callender,Callender for Ohio,≤100,1
635787203204897,Robson for State House,Robson 2020,≤100,2
474062436008137,Team McCaul,"McCaul for Congress, Inc.",≤100,12
111423944034481,Cleaner Fuels Washington,CleanerFuelsWA.com,≤100,13
534446323403579,Dan Shaul,"Friends of Shaul, Scott Brothers, Treasurer",≤100,13
66006644809,Joe Simitian,Joe Simitian,≤100,2
335530660271260,Joe Buck for Mayor,Friends of Joe Buck,≤100,4
101787724753808,Chris Connelly for Hillsborough County Sheriff,Chris Connelly for Sheriff,≤100,3
105068441054928,Melissa Gregory for Kansas,"Melissa for Senate, Nola Foulston, Treasurer",≤100,2
31283963428,Steve Carter,Steve Carter Campaign Fund,≤100,5
626826441015051,Joey Fillingane for Mississippi,"Fillingane Law Firm, PLLC",≤100,1
114500473286670,Dana Barrett for Congress,"DANA BARRETT FOR CONGRESS, INC.",≤100,1
102722747938444,Kelly Cooper for State House,Kelly Cooper for State House,≤100,18
114962494972,Arizona Department of Health Services,Arizona Department of Health Services,≤100,2
100513001691753,John Plante for Florida State Representative District 4,John Plante for Florida State Representative District 4,≤100,10
107867690954948,Craig Pappin,Committee to Elect Craig Pappin,≤100,3
408252582872693,Daniella Levine Cava,"Daniella Levine Cava, Non-Partisan, for Miami-Dade County Mayor",≤100,1
246629959841,Maryland Republican Party,"Maryland Republican Party, R.Christopher Rosenthal Treasurer",≤100,1
639133039766874,We The People - Pennsylvania,We The People - PA,≤100,2
2341701139443660,Liz Joy for New York,JOY FOR NY,≤100,1
106449331012662,Christina Cardinale For State Assembly,Cardinale For Assembly,≤100,1
176428355810046,Delaware Division of Public Health - DPH,Delaware Department of Health and Social Services,≤100,3
108828327325863,"Jamar Wilson for Orleans Parish School Board, District 7",Voters for Jamar Wilson,≤100,6
115892836932632,Realtors for Collins,National Association of REALTORS,≤100,2
1517949235088741,Cook County Democratic Party,Cook County Democratic Party,≤100,3
100133611824182,Cortwo,"Cortwo, Inc.",≤100,1
722529734623302,Jan Collins,Jan Collins for Maine Senate,≤100,2
85569513068,International Planned Parenthood Federation/Western Hemisphere Region,International Planned Parenthood Federation/Western Hemisphere Region,≤100,4
103744091462809,The Trump Closet,The Trump Closet,≤100,6
238925816182808,Vidant Health,These ads ran without a disclaimer,≤100,1
298259727374367,Dave Lislegard For MN House 6B,Lislegard For House 6B,≤100,3
2113400635561647,Andrea Mitchell Center for the Study of Democracy,Andrea Mitchell Center for the Study of Democracy at the University of Pennsylvania,≤100,1
109088011473,Motorcycle Mechanics Institute,These ads ran without a disclaimer,≤100,2
115594726944580,Wisconsinites for Affordable Rx,Wisconsinites for Affordable Rx,≤100,12
107225061128876,Commonwealth Educational Opportunities,Commonwealth Educational Opportunities,≤100,26
519280578407310,Deb Butler - NC House District 18,Elect Deb Butler,≤100,2
103136561486967,Morgan Pulcine for Hazlet Township Committee,Pulcine for Hazlet Township Committee,≤100,4
109124080585428,José Bernardo Márquez,Comité José Bernardo Márquez,≤100,4
104319892920,Michigan Republican Party,"the Michigan Republican Party with regulated funds. Not authorized by any candidate or candidate's committee. 520 Seymour Ave, Lansing MI 48933",≤100,12
106622407702252,Union 2020 - Wisconsin,Union 2020,≤100,1
116723613377024,Sen. Todd Gardenhire,"Gardenhire for Senate - Henry Hoss, Treasurer",≤100,3
102697937986055,Justin Sheldon for Kent County Commission,Committee to Elect Justin Sheldon,≤100,15
192609620649,The University of Chicago,The University of Chicago,≤100,37
158239718174763,"Brown for Judge, Franklin County Ohio",Joshua James Brown,≤100,8
608029732676332,Scott4LAUSD,Schmerelson School Board 2020 - General,≤100,6
324119001078997,"Sanford Heisler Sharp, LLP","Sanford Heisler Sharp, LLP",≤100,5
387312204617372,American Tort Reform Association,"AMERICAN TORT REFORM ASSOCIATION, INC.",≤100,17
100395008242263,All Out Canvas,All Out Canvas,≤100,3
118412872882643,Article III Project,Article III Project,≤100,8
106274591010485,Elect Jacob Villani for District Court Department 1,Jacob Villani Election Committee,≤100,3
130848666099,Business Forward,BUSINESS FORWARD,≤100,7
104156097643122,Jessica Benham,Benham for PA,≤100,38
114370463651074,Iowa Land & Liberty Coalition,Land & Liberty Coalition,≤100,5
1520852664890753,Beau Biden Foundation for the Protection of Children,Beau Biden Foundation for the Protection of Children,≤100,7
100564365107880,Vote Sam Barresi,Sam Barresi Campaign,≤100,2
1680317612194647,Councilmember Dev Davis,Re-Elect Dev Davis 2020 SJ City Council D6,≤100,7
243372132425060,ACLU Utah,ACLU OF UTAH FOUNDATON INC THE,≤100,3
243605012672167,Greg Casar,Greg Casar Campaign,≤100,8
103894401110795,Decriminalize Nature DC,Campaign to Decriminalize Nature DC,≤100,6
101836378085260,Orlando Owens for Wisconsin State Representative,"Friends of Orlando Owens, LLC.",≤100,1
111076610717689,La Victoria de Todos y Todas,La Victoria es de Todos y Todas,≤100,11
109840742195,El Clasificado,El Clasificado,≤100,8
2057703340973925,Janet Rowland,VoteJanetRowlandDotCom,≤100,5
907746542649819,CJ Johnson for Melbourne Mayor,CJ Johnson for Melbourne Mayor,≤100,4
101866424689528,Miles Arnott,Friends of Miles Arnott,≤100,5
904584052988511,Jason Schmidt for District Attorney,Committee to Elect Jason Schmidt for District Attorney,≤100,6
103058678167064,Irvine John Park,John Park For Irvine City Council 2020,≤100,8
105540261208407,Eric Lindemier for Waterford Treasurer,Eric Lindemier for Waterford Treasurer,≤100,2
1843424369204977,The Equity Alliance,The Equity Alliance,≤100,2
220563761401278,Fitz Johnson,Friends for Fitz,≤100,3
225081304195207,WRAIR Clinical Trials Center,Melinda Hamer,≤100,3
107171061008131,Mass Housing Coalition,Massachusetts Housing Coalition,≤100,2
102590137916214,Pattern Energy New Mexico,Pattern Energy New Mexico,≤100,6
100625801730633,Charles Riddle Avoyelles DA,Charles Riddle III for District Attorney,≤100,1
100376954848938,Vote Tom Rolfe,Tom Rolfe for County Commissioner,≤100,1
128877672144,"League of Women Voters of Palm Beach County, Florida",LEAGUE OF WOMEN VOTERS OF SOUTH PALM BEA,≤100,4
110226587326567,Mark Bransford - For Ward 2 Council,Mark Bransford,≤100,27
355800868242344,Dagmara Scalise,Scalise for State Rep,≤100,8
263282910439884,Mike Rasor,Ohioans for Mike Rasor,≤100,2
301228420816284,Teresa Leger Fernandez,TERESA FOR ALL,≤100,4
120942041354678,Marilyn Parker for Metro Council,Marilyn Parker for Metro Council,≤100,2
620769971337937,John Moolenaar,Moolenaar for Congress,≤100,13
904790243034010,Carrie O'Malley for Irvine City Council,Carrie O'Malley for Irvine City Council,≤100,2
477763658989909,Mike Hilgers,Friends of Mike Hilgers Inc,≤100,41
108659933971165,Michael Evans for Mansfield Mayor,Michael Evans for Mayor Campaign,≤100,3
107755007692040,Ramon Yepez for Lodi City Council District 4,Yepez for Lodi City Council District 4 2020,≤100,1
1216184265096775,Alan Wong,Alan Wong for College Board 2020,≤100,2
110734820461125,Cate Steel for State Rep,Catherine Steel for State Representative,≤100,26
21472760578,C-SPAN,C-SPAN,≤100,1
496255693843618,Phat Bui,Phat Bui for Garden Grove Mayor 2020,≤100,5
114772676636747,Renewable Water Resources,Renewable Water Resources,≤100,7
102728431523202,Pennsylvanians for Affordable Rx,Pennsylvanians for Affordable Rx,≤100,41
1475749352708018,Cristin McCarthy Vahey,"Cristin McCarthy Vahey 2020. Eric Newman, Treasurer. Approved by Cristin McCarthy Vahey.",≤100,11
1620218254702176,The Black Women's PAC,Black Women's PAC,≤100,1
1408254662608015,Aparna Madireddi San Ramon,Aparna Madireddi For San Ramon Mayor 2020 - FPPC # 1424783,≤100,4
2134817996828549,Cody Davis,Committee to Elect Cody Davis,≤100,3
136126341809,American Bird Conservancy,American Bird Conservancy,≤100,10
110425667380194,Aaron Bushur,"Aaron Bushur for Family Court Judge, Dept. 13",≤100,2
883447712002657,Elba Beatriz Rivera Alcaldesa de Guaynabo 2020,Beatriz Rivera Estrada,≤100,6
101318357954748,Jenny Higginbotham Barrett For Nassau County Judge,Jenny Higginbotham Barrett Campaign,≤100,4
102775434882290,Donna It’s Time For Progress,Shaddai Solutions LLC,≤100,5
100928350251,Jim Ward,Kansas for Ward Senate,≤100,5
101311568152439,Hannah For Commissioner,Hannah for Commissioner,≤100,1
103751187776402,Rita for Senate,Rita Albrecht for MN Senate,≤100,1
264409153730602,State Senator Regina Birdsell,Freinds of Regina Birdesell,≤100,1
103552314368790,"Carli Kierny for District Court Judge, Dept. 2",Committee to Elect Carli Kierny,≤100,1
1640970822834351,Plaine Products,Plaine Products,≤100,10
355693741716075,Phil Urbina for Carlsbad City Council,Phil Urbina for City Council 2020,≤100,6
100244308369333,Dona Renegar for Family Court Judge,Committee to Elect Dona Renegar for Family Court Judge,≤100,5
1242012662638612,Bay Insurance,Bay Insurance Marketing,≤100,1
100895334855333,Keith Thibodeaux for Judge,Committee to Elect Keith Edward Thibodeaux Inc,≤100,8
1538087733076672,Maine Conservation Voters Action Fund,Maine Conservation Voters Action Fund,≤100,7
104493631299422,Common Sense Patriots '76,Christopher Michael Eubanks,≤100,8
137676120273,Multnomah County Elections,Multnomah County Elections,≤100,8
103148651539225,titusstevens2020.com,Titus Stevens,≤100,1
385775878252734,Selen for Morris County Freeholder,THE ELECTION COMMITTEE OF TAYFUN SELEN,≤100,5
111402350262155,Dan Kessler for Minnesota House,Dan Kessler for Minnesota House,≤100,1
115232120222563,DiGi for the 74th,Mike DiGiovancarlo for the 74th,≤100,4
104628431368521,Luis Alvarado for Pico Rivera City Council,Luis Alvarado for Pico Rivera City Council,≤100,10
167969283252495,Summit County Utah Democrats,Summit County Democratic Party,≤100,12
103364877780972,Terry Turner For Sarasota City Commission,Terry Turner for Sarasota,≤100,4
108282864070156,1776 Unites,Woodson Center,≤100,3
143511279018933,Eight Days of Hope,These ads ran without a disclaimer,≤100,1
110915610267058,Judge Jenifer French,Re-Elect Judge Jenifer French,≤100,1
119760132920779,Beatriz for Garfield,Committee to Elect Beatriz Soto,≤100,9
112314223591410,Chad Hobot for State Representative,Friends of Chad Hobot,≤100,17
109280390772599,Kendra Cleary Candidate for State Representative Michigan District #40,Kendra Cleary,≤100,4
357292271076629,Charleston for Congress,CHARLESTON FOR CONGRESS,≤100,12
634800113609351,Sammy D. Webb for North Carolina Senate 4,Webb for NC Senate District 4,≤100,8
108357494015885,Demi Busatta Cabrera for State Representative,Demi Busatta Cabrera for State Representative,≤100,2
100896558431552,Elrawd MacLearn for Santa Barbara School Board,Elrawd John MacLearn 4 SB Unified 2020,≤100,2
124047827634,The Greenlining Institute,THE GREENLINING INSTITUTE,≤100,3
180230069923,American Life League,American Life League,≤100,9
8914040942,Chesapeake Bay Foundation,"CHESAPEAKE BAY FOUNDATION, INC., THE",≤100,8
110821430407135,Amber Riddle for State Senate,"The campaign to elect AMBER RIDDLE FOR STATE SENATE, Treasurer: Amber Riddle",≤100,4
638592472822252,Matthew Lorch for Judge,Committee to Elect Matt Lorch,≤100,4
130173444247,Pasco Democratic Party,Pasco County Democratic Executive Committee,≤100,9
130756223628748,"Kurt Prenzler, CPA",Citizens for Kurt Prenzler,≤100,3
497433567299699,Overstreet 2020,Overstreet 2020,≤100,3
369325156488153,Ubuntu Life,Ubuntu Life,≤100,7
526766677825562,Vito J. Abruzzino for Columbiana County Prosecutor,Abruzzino for Prosecutor,≤100,1
115973786617848,Donna Tees for TN State Rep District 52,Donna Tees for TN State Rep District 52,≤100,4
108550937494100,John Ellenson for WI Assembly,Team Ellenson,≤100,20
100851121660299,John Tuttle for Maine House,John Tuttle for Maine House,≤100,4
211754533591694,Beyond the Bans CO,ProgressNow Colorado Education,≤100,9
1673120782936548,Waylon Brown for State Senate,Waylon Brown for State Senate,≤100,4
1299326366748402,Hippy Feet,Hippy Feet GBC,≤100,12
