Page ID,Page Name,Disclaimer,Amount Spent (USD)
46093654473,National Republican Congressional Committee,NRCC,≤100
132766376763861,I Make America,Association of Equipment Manufacturers,≤100
118548500327,Billy Graham Evangelistic Association,BILLY GRAHAM EVANGELISTIC ASSOCIATION,≤100
294196590710262,FWD.us,FWD.us,≤100
130467958471,Jason Lewis,Jason Lewis for Senate,≤100
272618896537776,America First Agenda,America First Agenda PAC,≤100
113049940110283,Team Goldsboro 2019,Team Goldsboro 2019,≤100
58736997707,Marco Rubio,Marco Rubio for Senate,≤100
139589692746640,Pitt County Democratic Party,Pitt Democratic Executive Committee,≤100
176466646087311,DC Fawcett,VREIC,≤100
105791402802932,Democratic Party of Georgia,SUPER STATES 2020,≤100
2602473023098666,Democratic Polling Center,Democratic Governors Association,≤100
6815841748,Barack Obama,BIDEN FOR PRESIDENT,≤100
143055773143383,Patients For Affordable Drugs NOW,Patients for Affordable Drugs Now,≤100
108692310594568,UNITE HERE,UNITE HERE PAC,≤100
108871313819644,Down Home NC: Cabarrus Chapter,Down Home North Carolina IE PAC,≤100
720943967965149,AFSCME Retirees,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
7933888572,Network Lobby,THE NETWORK,≤100
23978156246,UnidosUS,UnidosUS with Facebook Credits,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
926650430723985,Really American,REALLY AMERICAN PAC,≤100
530604487365010,Old Glory Flagpole Kits,Service First Flag Poles,≤100
150138672501772,Protect Our Winters Action Fund,Protect Our Winters Action Fund,≤100
277414242013,Joyce Elliott,JOYCE ELLIOTT FOR CONGRESS,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
306664856487946,Down Home NC: Alamance Chapter,Down Home North Carolina IE PAC,≤100
59826489083,SELC,SOUTHERN ENVIRONMENTAL LAW CENTER,≤100
5720973755,Defenders of Wildlife,DEFENDERS OF WILDLIFE,≤100
21898300328,BuzzFeed,NEXTGEN CLIMATE ACTION COMMITTEE,≤100
15188122178,The Hamilton Collection,The Hamilton Collection,≤100
296708523873754,Karla Dennis and Associates Inc.,"Karla Dennis & Associates, Inc",≤100
141307936556503,Christy Clark - Representative NC House District 98,The Committee to Elect Christy Clark,≤100
356498571588575,Heagarty 4 Schools - Chris Heagarty for Wake School Board,Heagarty 4 Schools,≤100
104224114671958,Energy For Progress,The American Petroleum Institute,≤100
286293101420262,Joe Sam Queen,Joe Queen,≤100
104139141429419,RuralVote.org,RuralVote.org,≤100
1721333671443168,Majority Forward,MAJORITY FORWARD,≤100
193618220508,LIFE Today,LIFE Outreach International,≤100
106818880900065,Planet Insiders,Planet Insiders,≤100
5644748986,National Wildlife Federation,NATIONAL WILDLIFE FEDERATION,≤100
209516845093,NRDC Action Fund,NRDC Action Fund,≤100
673117639774135,Gretchen Whitmer,Gretchen Whitmer for Governor,≤100
1529468987331408,BulbHead,TELEBRANDS CORP.,≤100
140871219950672,TIME'S UP,TIME'S UP,≤100
536041003433209,Barbara Yates-Lockamy NC Senate,Barbara Yates-Lockamy for NC Senate,≤100
1698902233461807,Black Church PAC,Black Church PAC,≤100
1435924033323710,Greenwood Law,"Dylan W. Greenwood, Attorney at Law PLLC",≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
140323326004772,Democracy North Carolina,DEMOCRACY NORTH CAROLINA,≤100
8934429638,Planned Parenthood Action,Planned Parenthood Action Fund,≤100
139398939438430,Left Action,Left Action LLC,≤100
106667854471975,Outspoken,Log Cabin Republicans,≤100
105010030848236,Bryant Cameron Webb,DR. CAMERON WEBB FOR CONGRESS,≤100
519280578407310,Deb Butler - NC House District 18,Elect Deb Butler,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
69983322463,Ted Cruz,TED CRUZ FOR SENATE,≤100
123064705856,FRC Action,Family Research Council Action,≤100
49651563727,Live Action,Live Action,≤100
746938465317981,Nuclear Matters,Nuclear Matters,≤100
34370387440,JDRF,JDRF INTERNATIONAL,≤100
108228897468271,Superfeed,Feedme Inc.,≤100
108608093955148,Erin Paré for NC House District 37,Committee To Elect Erin Pare,≤100
403321983447087,NC Youth Violence Prevention Center,North Carolina Youth Violence Prevention Center,≤100
106973694007283,Keep America Great Again,KagaGear.com,≤100
1530883997194411,United States Constitution,Flag and Cross,≤100
934438026690635,YouGov,YOUGOV AMERICA INC.,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
159964696102,Kevin McCarthy,KEVIN MCCARTHY FOR CONGRESS,≤100
109320440856128,Together Beat Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
387930604581997,National Right to Life Victory Fund,National Right to Life Victory Fund,≤100
289446947817747,Global Citizen,"GLOBAL POVERTY PROJECT, INC.",≤100
14440196673,Teamsters,INTERNATIONAL BROTHERHOOD OF TEAMSTERS,≤100
6476528946,NAACP,National Association for the Advancement of Colored People (NAACP),≤100
166162000175074,CASA,CASA,≤100
17911165812,Covenant House International,Covenant House,≤100
107578644013555,Parker Sloan for County Commission,Elect Parker Sloan,≤100
154269528015922,Byron Donalds,Byron Donalds for Congress,≤100
834645469890446,Devin Nunes,DEVIN NUNES CAMPAIGN COMMITTEE,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
2225580284361712,Tommy Tuberville,"TUBERVILLE FOR SENATE, INC.",≤100
364959717068,"Central Baptist Church-Dunn, NC",Central Baptist Church,≤100
170314973738121,Down Home NC: Haywood Chapter,Down Home North Carolina IE PAC,≤100
109394673934241,Tommy Fulcher for NC House,Tommy for NC House,≤100
17475614410,Hispanic Federation,Hispanic Federation,≤100
321010251265264,Rep. John Bell,John Bell Committee,≤100
1477197185927995,Lora  C. Cubbage for NC Court of Appeals,Lora Christine Cubbage,≤100
405338803556168,James Upchurch for Guilford County Commissioner,Committee to Elect James Upchurch,≤100
655065784538368,PredictIt,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",≤100
1656666204620806,The Wright Stuff Chics,The Wright Stuff Chics,≤100
235701154010364,E Pluribus Unum,E Pluribus Unum Fund,≤100
1010143499143169,Medicare Savings,"Mayo Labs, LLC",≤100
725902877520868,Jay Chaudhuri - NC Senate,Chaudhuri For New NC,≤100
182073298490036,Gaia,These ads ran without a disclaimer,≤100
100742855137512,Patriotic Freedom,spraw.uk.com,≤100
43287633515,Alliance for Climate Education,Alliance for Climate Education,≤100
106764057786334,United Today Stronger Tomorrow,"United Today, Stronger Tomorrow",≤100
20395377020,Old Navy,Old Navy LLC,≤100
104112361131358,Michelle Bardsley for School Board,Michelle Candice Bardsley,≤100
116238930177726,Artsiful,Brad Aaron Shaw,≤100
2309566456030859,Human Coalition Action,Human Coalition Action,≤100
38471053686,Elizabeth Warren,"WARREN DEMOCRATS, INC.",≤100
1405531563044620,By Incuta,These ads ran without a disclaimer,≤100
433919203362871,Bird + Stone,BIRD & STONE INC,≤100
259212814698356,Democratic Majority for Israel,DMFI PAC,≤100
102875587947942,Keep Trump In Office,Keep Trump In Office,≤100
1972710079506187,Organizing Empowerment,Organizing Empowerment Project,≤100
354826507963358,Barfield for Commissioner,Committee to Elect Barfield Commissioner,≤100
101769576791,Health Action Network,Health Action Network,≤100
109949160838214,Women for a More Christian America,WOMEN FOR A MORE CHRISTIAN AMERICA,≤100
206721180048718,Down Home NC: Jackson Chapter,Down Home North Carolina IE PAC,≤100
619114855113995,Judge April C. Wood,Committee to Elect Judge April Wood to Court of Appeals,≤100
350784278974539,Turning Point Action,Turning Point Action,≤100
162244692732,Brennan Center for Justice at NYU Law,William J Brennan Jr Center for Justice Inc,≤100
7263476274,Mercy Corps,Mercy Corps,≤100
635537217082843,Sarah Greer-Koenig for Caldwell County School Board,Sarah Greer Koenig,≤100
103185334702225,Stop Trump PAC,STOP 45 PAC,≤100
461466040587767,Rescue Missions Ministries Thrift Stores,Durham Rescue Mission,≤100
100757521655204,Republican Red Wine,REPUBLICAN RED LLC,≤100
894096170667732,Ashley Hinson,Ashley Hinson For Congress,≤100
709219319163656,North Carolina Environmental Justice Network,North Carolina Environmental Justice Network,≤100
115128773664050,"Not Him, Us",Action For A Progressive Future,≤100
144554002829226,Ryan Bowden - Alamance-Burlington Board of Education 2020,Kenneth Ryan Bowden,≤100
102617961152741,Barbara Bollier,BOLLIER FOR KANSAS,≤100
1488803804538481,Mike Siegel,MIKE SIEGEL FOR CONGRESS,≤100
35169196082,Project HOPE,"PROJECT HOPE-THE PEOPLE-TO-PEOPLE HEALTH FOUNDATION, INC.",≤100
293225127381200,Patriot Depot,The Patriot Depot,≤100
6236054211,Brady,Brady Campaign to Prevent Gun Violence,≤100
345378512258813,Elise Stefanik,ELISE FOR CONGRESS,≤100
8382221278,HeadCount,HEAD COUNT INC,≤100
118502801658228,Young Kim,Young Kim for Congress,≤100
1505714519668118,Rick Champion for District Court Judge 2020,Rick Champion for District Court Judge,≤100
308159713150350,Voter Protection Project,VOTER PROTECTION PROJECT,≤100
106381537769800,Health Quote Hero,"National Center for Medical Records, LLC",≤100
100993301526098,Jonathan Snoots for County Commissioner,Committee to Elect Jonathan Snoots,≤100
197606750827987,Hugh McManus For New Hanover County School Board,MCMANUS FOR SCHOOL BOARD,≤100
808450969246896,"Rebecca Walser, Tax Attorney, CFP",Walser Wealth Management,≤100
106196627883378,Partners for Educational Freedom in North Carolina,Partners for Educational Freedom in North Carolina,≤100
1575347412785991,Cheddar,Cheddar,≤100
21559454473,FAIR,FEDERATION FOR AMERICAN IMMIGRATION REFORM,≤100
160710493984785,Representative Bill Brawley,The Bill Brawley Committee,≤100
1683659714985244,Phil Ehr,EHR FOR CONGRESS,≤100
27311599342,Preemptive Love,Preemptive Love Coalition,≤100
210333902420876,Sean Parnell,AMERICANS FOR PARNELL COMMITTEE,≤100
398757490729,The National Network to End Domestic Violence,"NATIONAL NETWORK TO END DOMESTIC VIOLENCE, INC.",≤100
107210084216238,Humanity Forward,Humanity Forward,≤100
182620315479,Plan International USA,Plan International USA,≤100
1900315810015186,Vow for Girls,"VOW - To End Child Marriage, Inc.",≤100
586751814690068,Joni Ernst,Joni for Iowa,≤100
455147011996099,The Ann and Phelim Scoop,The Unreported Story Society,≤100
87199812705,Advocates for Youth,ADVOCATES FOR YOUTH INC,≤100
114853706619791,Don Pomeroy,Committee to Elect Donald Pomeroy,≤100
189097124503473,Goldco,Goldco,≤100
237477017606,Club for Growth,Club for Growth,≤100
173837496125511,Conscious Step,Conscious Step,≤100
658238950913695,McInnis For NC Senate,Tom McInnis for NC State Senate,≤100
102436701226752,Is It Sunday Yet?,Jarrett J Rogers,≤100
153558388549863,History Images,These ads ran without a disclaimer,≤100
420785874975425,Conservative Institute,The Conservative Institute,≤100
911828698840246,ReLEntless Defender Apparel,ReLEntless Defender Apparel,≤100
101329438317952,Story Network Action,Story Network Foundation,≤100
601472019907779,Latino Victory,Latino Victory,≤100
340243163128891,Betty Cloer Wallace for Macon County Commissioner,Betty Cloer Wallace,≤100
452797224923658,Democratic Coalition Against Trump,THE DEMOCRATIC COALITION,≤100
2037695643113766,Blexit,Blexit Foundation,≤100
106224464107240,Jo Jorgensen,Jo Jorgensen for President,≤100
1049573471767276,The Guardian Fund,THE GUARDIAN FUND,≤100
372582936263459,Julie Mayfield for NC Senate,Julie Mayfield for NC Senate,≤100
30708742052,FCTRY,FCTRY,≤100
101778816796,Buncombe Democrats,Buncombe County Democratic Party,≤100
6333396177,NewsBusters.org,MEDIA RESEARCH CENTER,≤100
103824167662769,Blackburn Solar,"NEXTERA ENERGY RESOURCES, LLC",≤100
785936231584382,Paula Jean Swearengin,Paula Jean for West Virginia,≤100
112459080622760,Church Prepared,Final Consults LLC,≤100
96171427550,Raja for Congress,FRIENDS OF RAJA FOR CONGRESS,≤100
104113317870732,Free Markets Destroy,Washington Policy Center,≤100
103373224404755,Impact Slates,COLLECTIVE IMPACT PAC,≤100
102623514885346,Vote Your Faith,Christopher Alan Leader,≤100
1483977658578577,Jasmine Beach-Ferrara,Jasmine for Buncombe,≤100
127821707877,YWCA USA,"YWCA OF THE USA, NATIONAL BOARD (INC)",≤100
907437559301353,Rich Lee for Asheville City Council,Rich Lee for Asheville City Council,≤100
100504132102,diaTribe®,The diaTribe Foundation,≤100
702582586516561,CBN Israel,"The Christian Broadcasting Network, Inc.",≤100
1136781033034012,Brave New Look,Brave New Look,≤100
10423517786,Harvard Business Review,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,≤100
169130470583214,Demand Justice,Demand Justice,≤100
35014306604,Norman Rockwell Museum,"NORMAN ROCKWELL MUSEUM AT STOCKBRIDGE, INC., THE",≤100
776519762498598,Count MI Vote,COUNT MI VOTE,≤100
100857455063721,Mike Eatmon for District Court Judge,Committee To Elect Mike Eatmon,≤100
1733918116873254,BackWoods Mafia,Backwoods Mafia,≤100
14226615647,People For the American Way,People For the American Way,≤100
2029949623907790,David Willis for NC House,DAVID WILLIS FOR NC,≤100
948535701850521,Keep Superior Court Judge Jason C. Disbrow,Committee To Elect Jason Disbrow,≤100
486742462081051,Mike Cooney for Governor,Cooney for Montana,≤100
243510442756370,Justice Democrats,JUSTICE DEMOCRATS PAC,≤100
261343034731,Concern Worldwide US,"CONCERN WORLDWIDE (U.S.), INC.",≤100
385473284886474,Hillsdale College,HILLSDALE COLLEGE,≤100
8416861761,TOMS,"TOMS SHOES, LLC",≤100
465483726908192,iVote,iVote Civic Education Fund,≤100
470241276500901,Women Vote,WOMEN VOTE!,≤100
106040971251002,Dee Watson for NC House 49,Committee to Elect Dee Watson,≤100
2116141045107743,Mike Garcia for Congress,Mike Garcia for Congress,≤100
6713653788,Gary Peters,PETERS FOR MICHIGAN,≤100
231378747265828,Cameo,Cameo,≤100
228754857151053,House Majority PAC,House Majority PAC,≤100
104768398061257,Let America Vote PAC,LET AMERICA VOTE PAC,≤100
241672016328637,Lauren Underwood for Congress,LAUREN UNDERWOOD FOR CONGRESS,≤100
110131184128140,We Are Respect The Look,Respect The Look,≤100
20876805343,March of Dimes,MARCH OF DIMES INC.,≤100
873550809444862,Mighty Earth,Mighty Earth,≤100
110124618713,American Principles Project,American Principles Project,≤100
106402714456835,ReforestBracelets,Trees4Australia,≤100
121907351195882,North Carolina Family Policy Council,NORTH CRLINA FMLY PLICY CUNCIL,≤100
111362467010204,Laura Meier for County Commission,Laura Meier for County Commission,≤100
112570407270345,Vote for Roy Garner,Roy Grant Garner,≤100
105707511217866,Communities Joining Hands,Communities Joining Hands,≤100
107335924321220,Lloyd Terry for Register of Deeds,Loyd Walter Terry,≤100
7125294091,Teton Gravity Research,Protect Our Winters,≤100
53674651369,Susan B. Anthony List,Susan B. Anthony List,≤100
303061950155375,John James,"JOHN JAMES FOR SENATE, INC.",≤100
405209453580678,Proud Trump Supporters,Proud Right Winger,≤100
228754624195975,We The Action,We The Action,≤100
102083604822010,Party NC Blue,BrewNCBlue,≤100
10150124349775072,"Riddle & Brantley, LLP","RIDDLE & BRANTLEY, LLP",≤100
107226350977260,Rookie,Rookie,≤100
262257370546,North Carolina A&T State University,North Carolina Agricultural and Technical State University,≤100
178934048813608,North Carolina Values Coalition,North Carolina Values Coalition,≤100
2262957027289120,Expose Tobacco,Stopping Tobacco Organizations and Products,≤100
648411512026844,"Representative Wesley Harris, NC House District 105",Wesley Harris for NC,≤100
108543130978621,Proud American Gifts,The GOP Shop,≤100
64742342517,Hagee Ministries,"GLOBAL EVANGELISM, INC.",≤100
1005566252861190,VOTEPROCHOICE,DEMOCRATS.COM,≤100
57403415485,Showtime Networks,Showtime Networks,≤100
181183059253295,Dorsal Bracelets,Dorsal Bracelets,≤100
1916348325329979,Assurance.com,These ads ran without a disclaimer,≤100
12683623041,Society for Human Resource Management (SHRM),SOCIETY FOR HUMAN RESOURCE MANAGEMENT,≤100
115024746010017,MediaWise,MediaWise,≤100
344284326077680,Wally White for North Carolina,Elect Wally White,≤100
104891784668608,North Carolinians for Affordable Rx,North Carolinians for Affordable Rx,≤100
1836138529938551,Greater Half,Greater Half,≤100
1934191280189700,Health Care Voter,Health Care Voter,≤100
106207067819071,Divine Nine,Real Voices Media,≤100
265268336865693,Do Amore,Do Amore Limited Company,≤100
219612384781411,Bloomberg Philanthropies,Bloomberg Philanthropies,≤100
286781440146,National Right to Life,"NATIONAL RIGHT TO LIFE COMMITTEE, INC.",≤100
152561628240904,SEIU PA State Council,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),≤100
118392355209508,"Sharon Sprinkle for Judge of Nash, Edgecombe and Wilson Counties",Committee to Elect Sharon Sprinkle District Court Judge,≤100
1297437463649811,by Humankind,by Humankind,≤100
100398878407933,Won't He Do It,Real Voices Media,≤100
407664862957433,Ammar Campa-Najjar for Congress,AMMAR CAMPA-NAJJAR FOR CONGRESS,≤100
361650597855484,Jessica Yellin,News Not Noise,≤100
118497163085483,Chris Becker for School Board,Christopher Slade Becker,≤100
278703415666824,Jeremy Jones,Protect Our Winters,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
199756330090514,Solar United Neighbors,Solar United Neighbors,≤100
2112689879021278,Immigrants' List Civic Action,Immigrants' List Civic Action,≤100
384676381708957,Education NC,Education NC,≤100
321735951618882,Al Heggins for North Carolina,Committee To Elect Al Heggins,≤100
162695894106234,Co-ops Vote,National Rural Electric Cooperative Association,≤100
104504438466,Federal Voting Assistance Program - FVAP,Federal Voting Assistance Program,≤100
102345461271929,Robert Gilmore for District Court Judge,Robert Gilmore for District Court Judge,≤100
160658967396083,Lyft,"LYFT, INC.",≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
618480098621142,Social Security Event,Social Security Events,≤100
151525932186806,When Democrats Turn Out,WHEN DEMOCRATS TURN OUT PAC,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
112466103920096,Georgia Rising,SMP,≤100
34362997676,United States Holocaust Memorial Museum,UNITED STATES HOLOCAUST MEMORIAL MUSEUM,≤100
8550121410,Free Speech America Project,MEDIA RESEARCH CENTER,≤100
257019421075897,Cory Gardner,Cory Gardner for Senate,≤100
103557294579868,AARP Real Estate Benefits from Realogy,These ads ran without a disclaimer,≤100
239369754353,Wooden Ships by Paola Buendia,WOODEN SHIPS OF HOBOKEN,≤100
1682876188698809,United for Respect,WFP IE COMMITTEE,≤100
101889617994795,Elect Alicia Britt Pierce for Wayne County Commissioner At-Large,Alicia Britt Pierce,≤100
219247332354785,Phil Arballo for Congress,ARBALLO FOR CONGRESS,≤100
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",≤100
103801291277974,New Hanover for All,Carolina Federation,≤100
355316521236121,John Cornyn,Cornyn Majority Texas,≤100
1487185301595755,Wish Local,CONTEXTLOGIC INC.,≤100
11111618026,Union of Concerned Scientists,"UNION OF CONCERNED SCIENTISTS, INC.",≤100
387312204617372,American Tort Reform Association,"AMERICAN TORT REFORM ASSOCIATION, INC.",≤100
919900614724441,Onslow County "Home of Heroes" Commissioner Royce Bennett,Committee to Elect Royce Bennett,≤100
106949844346620,Trumpian Republicans,Gregory Lawrence Burright,≤100
546458012415699,Committee to Elect Brooke Schmidly,Committee to Elect Brooke Schmidly,≤100
100401931826271,Congressional Black Caucus PAC IE,CONGRESSIONAL BLACK CAUCUS PAC,≤100
101872814970906,Go Forward,Gwinnett Transit Education Forum Inc.,≤100
26006662641,Arizona Democratic Party,Arizona Democratic Party,≤100
1831824167088147,Troy Lawson,Friends of Troy Lawson,≤100
21472760578,C-SPAN,C-SPAN,≤100
260366367717440,Committee to Protect Medicare,Committee to Protect Medicare PAC,≤100
5943727453,American Humane,American Humane,≤100
105623977985076,I Voted By Mail,TECH FOR CAMPAIGNS,≤100
247732222787053,Our Place,Our Place,≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
487119331315072,PFFPNC,Professional Fire Fighters and Paramedics of North Carolina,≤100
303820210282111,NC Faith and Freedom Coalition,NC Faith and Freedom Coalition,≤100
104099074492299,Derrick Van Orden,VAN ORDEN FOR CONGRESS,≤100
352527958302,Israel on Campus Coalition,Israel on Campus Coalition,≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",≤100
1725748501003764,Millennial Freedom Coalition,Millennial Freedom Coalition,≤100
156994304362574,American Bridge 21st Century,AB PAC,≤100
19972147679,SEIU,SEIU COPE (SERVICE EMPLOYEES INTERNATIONAL UNION COMMITTEE ON POLITICAL EDUCATION),≤100
493811210669780,Creative Action Network,Creative Action Network,≤100
134452023239984,Human Coalition,Human Coalition,≤100
102864408154745,Color of Money,Real Voices Media,≤100
83996318078,Change.org,"Change.org, PBC",≤100
612701059241880,Latinos for Trump,TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,≤100
106374744213834,Committee to Elect Tarsha Ellis,Adams Outdoor Advertising,≤100
394382318084500,United Against Mitch,GUARDIAN PAC,≤100
317284821682168,Messianic Jewish Alliance of America (MJAA),Messianic Jewish Alliance of America,≤100
107113371061537,Blacktivists,Real Voices Media,≤100
288478897882752,Durham Dems,Durham County Democratic Party,≤100
100888341703299,Freedom First,Freedom Initiative Inc.,≤100
113976907107946,Dumps for Trumps,Dumps for Trumps,≤100
108118933908193,Next Level Goods,Next Level Goods LLC,≤100
100232914922147,Spike Cohen,Jo Jorgensen for President,≤100
103762707837790,Liz Ponder for Carteret County Commissioner,Committee to Elect Liz Ponder,≤100
50982313030,Food & Water Watch,Food & Water Watch,≤100
38234604057,PEN America,PEN AMERICAN CENTER INC,≤100
1690071827911682,Cleancult,cleancult,≤100
104339748032689,Women and Minority Business,Needhelppayingbills.com,≤100
634800113609351,Sammy D. Webb for North Carolina Senate 4,Webb for NC Senate District 4,≤100
1841824626073676,Candace Valenzuela,CANDACE FOR 24,≤100
115565266937607,VietAmVote,VietAmVote,≤100
51379424899,Mercy Ships,MERCY SHIPS INTERNATIONAL,≤100
1106859749348899,Brody Leven,Protect Our Winters Action Fund,≤100
103115651539543,State of American Democracy,State of American Democracy,≤100
143021112391265,Jacobin magazine,Jacobin Foundation,≤100
487686395016105,Kristen Powers for Alamance,Committee to Elect Kristen Powers,≤100
381961415567749,Greg Pence,Greg Pence for Congress,≤100
169294473121454,Policetees.com,PoliceTees.com,≤100
11006419356,The Voice of the Martyrs - USA,"VOICE OF THE MARTYRS, INC., THE",≤100
112727396916914,Mario J. Lomuscio for NC Senate,Mario J. Lomuscio for NC Senate,≤100
157810487611661,Freethink,Freethink,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
7145381235,American Jewish World Service - AJWS,"AMERICAN JEWISH WORLD SERVICE, INC.",≤100
114517875225866,The Other 98%,OTHER 98 PERCENT ACTION,≤100
1648154845427417,Doggy Do Good,Do Something Good LLC,≤100
2264090133834042,Invite Research,Precision Network,≤100
19746387261,Humane Society International,Humane Society International,≤100
169687486427698,Jentezen Franklin,FREE CHAPEL WORSHIP CENTER,≤100
971668776283950,PolicyEd,Hoover Institution,≤100
1553558311617419,People United for Privacy,People United for Privacy,≤100
109593387210755,Beth Shaw for NC House - District 90,Shaw 4 NC,≤100
694340911004154,Americans for Intelligence Reform,Americans for Intelligence Reform,≤100
102592959026,Ocean Conservancy,"OCEAN CONSERVANCY, INC.",≤100
92730524910,AdventHealth,AdventHealth,≤100
67626834312,National Women's Law Center,National Women's Law Center,≤100
6851405967,CREDO Mobile,"CREDO MOBILE, INC.",≤100
32975139631,If Americans Knew,If Americans Knew,≤100
101251634722708,Denise D Adcock for Cabarrus County School Board,Denise Davis Adcock,≤100
51761261956,The Bill of Rights Institute,"BILL OF RIGHTS INSTITUTE, THE",≤100
8524198486,Physicians Committee for Responsible Medicine,"PHYSICIANS COMMITTEE FOR RESPONSIBLE MEDICINE, INC.",≤100
131306317680000,Social Goods,"Social Goods, LLC",≤100
8501031021,VoteVets.org,"VoteVets Action Fund, Inc.",≤100
107953199261156,ifaw,"INTERNATIONAL FUND FOR ANIMAL WELFARE, INC.",≤100
1268410219898273,Tango Tango,Tango Tango Inc,≤100
83960796709,Institute for Southern Studies,INSTITUTE FOR SOUTHERN STUDIES INC,≤100
405469100189512,Still My President - Donald Trump,Red State Politics LLC,≤100
128335624656191,Elect Travis Groo,Team Groo,≤100
100128285167791,The Orgullo PAC,Orgullo PAC,≤100
116238930177726,Artsiful,SHAW CONSULTING LLC,≤100
46347342434,EMILY's List,EMILY'S LIST,≤100
1109093812491437,Blaze Media,Blaze Media LLC,≤100
102707767976896,Liberty Patriots USA,"Gentry Hardy Holdings, LP",≤100
102436701226752,Is It Sunday Yet?,Is It Sunday Yet?,≤100
103766401438931,Veritas Voice,Veritas Voice,≤100
135298176481584,Marine Corps Scholarship Foundation,Marine Corps Scholarship Foundation,≤100
360331417751529,Rachel's Action Network,Rachel's Action Network,≤100
1821077931512145,Open Oceans Marketing,Open Oceans Consulting LLC,≤100
69611504313,Simon & Schuster,Simon and Schuster,≤100
103901771487348,USA Saviors stores,artac.uk.com,≤100
6240652407,Young America's Foundation,YOUNG AMERICA'S FOUNDATION INC,≤100
215642455673147,Build the Wave,BUILD THE WAVE,≤100
100148001864749,Legends of USA Freedom,lobasti.uk.com,≤100
101295517956158,Tricia Zunker,Tricia Zunker for Wisconsin,≤100
104847181023177,Elect Debbi Fintak,Elect Debbi Fintak,≤100
884608308247144,Armadillo Hat Company,Armadillo Hat Company,≤100
107103197458787,Fred Smith for Johnston County Commissioner,Fred Smith for Commissioner,≤100
101262805033743,Townsend for NC House 77,Townsend for NC,≤100
342887442508723,Convention of States,Convention of States Action,≤100
6820348410,Kirsten Gillibrand,Gillibrand for Senate,≤100
103327737821944,Anita H. Lane for Register of Deeds,Committee to Elect Anita Honeycutt Lane,≤100
1613289982270065,Choose Courage Foundation,Choose Courage Foundation,≤100
118135062791,Durham Rescue Mission,Durham Rescue Mission,≤100
422008131240977,Equality Florida Action PAC,EQUALITY FLORIDA ACTION PAC INC,≤100
112449013618609,Robert Levy For School Board,Robert M. Levy 2020 Committee,≤100
370383059790472,Girl Tribe Co.,Girl Tribe,≤100
472419046123315,"Charles P. Gilliam, Register of Deeds of Wake County",Charles Gilliam,≤100
8047221596,Save the Children US,"SAVE THE CHILDREN FEDERATION, INC.",≤100
107297026677,Labor Council for Latin American Advancement (LCLAA),Labor Council for Latin American Advancement with Facebook ad Credits,≤100
305894606423160,ParentsTogether,ParentsTogether,≤100
449816192500640,Shield Legal,"Shield Legal, LP",≤100
112972246863232,Carly Cooke for County Commissioner District 5,Elect Carly Cooke,≤100
291102898490822,Giant Maga Hat,Inventors club LLC,≤100
81517275796,UNICEF USA,UNITED STATES FUND FOR UNICEF,≤100
109360297266116,Fearless Patriot,TERESA NONE OHARA-MARSH,≤100
1837115116571746,Topic,"First Look Productions, Inc",≤100
257084341125701,Crowdpac,Crowdpac LLC,≤100
253791814655400,Doug Collins,"COLLINS FOR SENATE, INC.",≤100
290548664672,First Liberty,First Liberty Institute,≤100
153678684700451,American Investment Council,AMERICAN INVESTMENT COUNCIL,≤100
2476255525778146,Barron Thompson for Judge,Barron Thompson for Judge,≤100
57259033959,AARP,AARP,≤100
1053833861326820,John Burke,Presidential Playbook,≤100
1509931725996382,CAFE,"CAFE Studios, Inc.",≤100
126343279207178,Elect Mark Speed,James Marshburn Speed,≤100
103371991175883,David Williams for County Commissioner,Elect David Williams,≤100
431099560800970,Front Page Live,"Front Page Live, Inc.",≤100
108400607228194,LaVerne Jones Gore,LAVERNE GORE FOR CONGRESS,≤100
101481584557260,Help Asheville Bears-HAB,Heather Christina Williams,≤100
